APP_TYPE,UNITS,CO_DATE,ADDRESS,APPLICATION_TYPE_DESCRIPTION,APP_YEAR,APP_NUM,LAT,LON,X,Y
B101,0,08/15/2006,112 BROOKBANK HILL PL,BLDG- NEW SNGL FAM DETACHED,6,1943,35.814185074,-78.9147452,2025276.4177,751270.72217
B101,0,08/15/2006,1019 OLDHAM FOREST XNG,BLDG- NEW SNGL FAM DETACHED,5,7008,35.794729022,-78.81064446,2056153.7777,744231.48721
B101,0,08/15/2007,337 FELSPAR WAY,BLDG- NEW SNGL FAM DETACHED,6,8678,35.703998323,-78.7847328,2063909.5344,711222.1471
B101,0,08/15/2007,1107 OLDHAM FOREST XNG,BLDG- NEW SNGL FAM DETACHED,6,4628,35.794151163,-78.80907221,2056620.4354,744022.04241
B101,0,08/15/2007,405 MAGNOLIA BIRCH CT,BLDG- NEW SNGL FAM DETACHED,7,295,35.820449511,-78.86645727,2039589.7912,753566.74108
B101,0,08/15/2007,1401 VENTNOR PL,BLDG- NEW SNGL FAM DETACHED,6,8973,35.82742491,-78.92096271,2023429.209,756088.47745
B101,0,08/15/2007,361 EUPHORIA CIR,BLDG- NEW SNGL FAM DETACHED,7,2174,35.775222109,-78.88210852,2034969.4075,737098.29081
B101,0,08/15/2007,407 AMIABLE LP,BLDG- NEW SNGL FAM DETACHED,7,2223,35.772937272,-78.88233217,2034904.0544,736266.54824
B101,0,08/15/2007,7546 MCCRIMMON PKY,BLDG- NEW SNGL FAM DETACHED,6,8978,35.829756537,-78.90542115,2028035.4198,756941.21699
B101,0,08/16/2001,313 BIRDWOOD CT,BLDG- NEW SNGL FAM DETACHED,0,3573,35.819301692,-78.90501994,2028157.9897,753135.77823
B101,0,08/16/2002,706 EVANVALE CT,BLDG- NEW SNGL FAM DETACHED,2,306,35.711310115,-78.79996912,2059380.7499,713874.0647
B101,0,08/16/2002,108 SYMPHONY CT,BLDG- NEW SNGL FAM DETACHED,0,310,35.722497076,-78.7961489,2060506.4501,717948.26471
B101,0,08/16/2005,912 ALDEN BRIDGE DR,BLDG- NEW SNGL FAM DETACHED,4,5680,35.813870345,-78.91122665,2026319.7047,751157.07605
B101,0,08/16/2005,504 WARLICK GREEN LN,BLDG- NEW SNGL FAM DETACHED,5,755,35.825886044,-78.86048166,2041358.5237,755548.06788
B101,0,08/16/2005,106 JULIET CIR,BLDG- NEW SNGL FAM DETACHED,5,846,35.82641528,-78.79088793,2061988.3114,755776.93488
B101,0,08/16/2006,2801 CAMERON POND DR,BLDG- NEW SNGL FAM DETACHED,6,573,35.825452581,-78.89075895,2032383.3679,755379.04225
B101,0,08/16/2006,809 RONI CT,BLDG- NEW SNGL FAM DETACHED,6,2531,35.822601337,-78.91492756,2025219.7259,754334.18042
B101,0,08/16/2006,808 RONI CT,BLDG- NEW SNGL FAM DETACHED,6,2334,35.822707265,-78.91483272,2025247.8093,754372.76236
B101,0,08/16/2006,313 NORTHLANDS DR,BLDG- NEW SNGL FAM DETACHED,6,1483,35.823255354,-78.90611845,2027830.9618,754574.59575
B101,0,08/16/2006,550 ABBEY FIELDS LP,BLDG- NEW SNGL FAM DETACHED,6,2129,35.83031342,-78.83785114,2048064.4317,757169.82153
B101,0,08/16/2007,213 ROPE WALK CT,BLDG- NEW SNGL FAM DETACHED,7,2457,35.829274309,-78.83997647,2047435.0474,756790.56371
B101,0,08/16/2007,8615 FORESTER LN,BLDG- NEW SNGL FAM DETACHED,4,902,35.663656228,-78.74992746,2074279.6765,696562.58599
B101,0,08/16/2007,360 EUPHORIA CIR,BLDG- NEW SNGL FAM DETACHED,7,2224,35.77475932,-78.88224723,2034928.4634,736929.7901
B101,0,08/16/2007,2726 CAMERON POND DR,BLDG- NEW SNGL FAM DETACHED,7,772,35.825034561,-78.89178035,2032080.749,755226.55174
B101,0,08/16/2007,1403 VENTNOR PL,BLDG- NEW SNGL FAM DETACHED,6,8981,35.827345749,-78.92120185,2023358.3443,756059.60662
B101,0,08/16/2007,206 WEYCROFT GRANT DR,BLDG- NEW SNGL FAM DETACHED,6,7500,35.836581438,-78.90287885,2028786.5865,759426.20866
B101,0,08/16/2007,202 ASHDOWN FOREST LN,BLDG- NEW SNGL FAM DETACHED,6,5726,35.820359886,-78.92183989,2023171.2088,753516.61081
B101,0,08/17/2005,1071 UPCHURCH FARM LN,BLDG- NEW SNGL FAM DETACHED,5,476,35.777508236,-78.85503563,2042998.6497,737941.05678
